DATE,Point Name,Observer,Start,TempF,Wind,Sky,Noise,Species Code,Distance Band,Total Count,min 1,min 2,min 3,min 4,min 5,min 6,min 7,min 8,min 9,min 10,After
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,CAWR,25-50 m,1,0,0,0,0,0,1,0,0,0,0,0
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,RBWO,>50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,AMRO,25-50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,UNWA,11-25 m,1,0,0,0,0,0,0,1,0,0,0,0
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,PIWO,>50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,GRCA,0-10 m,2,1,0,0,0,0,1,0,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,GRCA,11-25 m,1,0,1,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,GRCA,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,AMRO,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,AMCR,FO,2,0,0,0,2,0,0,0,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,RBWO,>50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,PIWO,>50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,UNWA,FO,1,0,0,0,1,0,0,0,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,AMRE,11-25 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,AMRO,FO,3,0,0,0,3,0,0,0,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,NOFL,>50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,CAWR,>50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Original_y25_2,TRF,7:38,66,0,2,1,BLJA,>50 m,2,0,0,0,0,0,0,0,0,0,2,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,BLJA,25-50 m,4,4,0,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,AMRO,25-50 m,8,0,8,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,GRCA,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,CAWR,25-50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,CAWR,>50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,WOTH,0-10 m,1,0,0,0,1,0,0,0,0,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,NOFL,25-50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,EATO,25-50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,NOCA,11-25 m,1,0,0,0,0,0,1,0,0,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,TUTI,25-50 m,2,0,0,0,0,0,0,2,0,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,EATO,>50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Original_y25_4,TRF,7:53,66,0,2,1,RBWO,11-25 m,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,GRCA,25-50 m,1,1,0,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,GRCA,>50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,WEVI,25-50 m,1,1,0,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,CACH,25-50 m,2,0,2,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,WBNU,>50 m,2,0,0,2,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,BLJA,25-50 m,2,0,0,0,2,0,0,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,BLJA,>50 m,2,0,0,0,2,0,0,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,EAWP,>50 m,1,1,0,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,VEER,>50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,AMRO,25-50 m,3,0,0,0,0,3,0,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,DOWO,25-50 m,1,0,0,0,0,0,1,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,NOCA,25-50 m,1,0,0,0,0,0,1,0,0,0,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,WOTH,11-25 m,1,0,0,0,0,0,0,0,0,1,0,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,VEER,25-50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/21/2016,Original_y25_3,TRF,8:10,67,0,2,1,AMRE,11-25 m,1,0,0,0,0,0,0,0,0,0,1,0
9/21/2016,Forest_Interior_3,TRF,8:24,68,0,2,0,AMRO,25-50 m,2,2,0,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_3,TRF,8:24,68,0,2,0,AMRO,>50 m,4,0,4,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_3,TRF,8:24,68,0,2,0,EATO,>50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_3,TRF,8:24,68,0,2,0,NOCA,25-50 m,2,0,0,1,0,0,1,0,0,0,0,0
9/21/2016,Forest_Interior_3,TRF,8:24,68,0,2,0,GRCA,>50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_3,TRF,8:24,68,0,2,0,CAWR,>50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Forest_Interior_3,TRF,8:24,68,0,2,0,AMCR,>50 m,2,0,0,0,2,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_3,TRF,8:24,68,0,2,0,REVI,25-50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Forest_Interior_1,TRF,8:38,68,0,2,0,GRCA,0-10 m,2,1,0,0,0,0,0,0,0,1,0,0
9/21/2016,Forest_Interior_1,TRF,8:38,68,0,2,0,NOCA,25-50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_1,TRF,8:38,68,0,2,0,AMRO,25-50 m,2,0,2,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_1,TRF,8:38,68,0,2,0,CAWR,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_1,TRF,8:38,68,0,2,0,PIWO,>50 m,2,0,0,0,0,1,0,0,1,0,0,0
9/21/2016,Forest_Interior_1,TRF,8:38,68,0,2,0,BLVU,FO,1,0,0,0,0,0,1,0,0,0,0,0
9/21/2016,Forest_Interior_1,TRF,8:38,68,0,2,0,AMCR,FO,2,0,0,0,0,0,0,2,0,0,0,0
9/21/2016,Forest_Interior_1,TRF,8:38,68,0,2,0,RBWO,25-50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/21/2016,Forest_Interior_1,TRF,8:38,68,0,2,0,NOCA,11-25 m,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Forest_Interior_1,TRF,8:38,68,0,2,0,EATO,25-50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/21/2016,Forest_Interior_2,TRF,9:11,69,1,2,1,CACH,25-50 m,4,4,0,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_2,TRF,9:11,69,1,2,1,WBNU,11-25 m,2,0,0,0,1,1,0,0,0,0,0,0
9/21/2016,Forest_Interior_2,TRF,9:11,69,1,2,1,CAWR,>50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_2,TRF,9:11,69,1,2,1,AMCR,>50 m,2,0,0,0,0,2,0,0,0,0,0,0
9/21/2016,Forest_Interior_2,TRF,9:11,69,1,2,1,BLJA,>50 m,2,0,2,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Interior_2,TRF,9:11,69,1,2,1,DOWO,25-50 m,1,0,0,0,0,0,1,0,0,0,0,0
9/21/2016,Forest_Interior_2,TRF,9:11,69,1,2,1,BTBW,25-50 m,2,0,0,0,0,0,0,0,2,0,0,0
9/21/2016,Forest_Interior_2,TRF,9:11,69,1,2,1,TUVU,FO,1,0,0,0,0,0,0,0,0,1,0,0
9/21/2016,Forest_Edge_1,TRF,9:30,69,1,2,1,CACH,25-50 m,2,0,2,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_1,TRF,9:30,69,1,2,1,TUTI,25-50 m,3,2,0,0,0,0,0,0,1,0,0,0
9/21/2016,Forest_Edge_1,TRF,9:30,69,1,2,1,BLJA,25-50 m,2,0,0,2,0,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_1,TRF,9:30,69,1,2,1,BTBW,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_1,TRF,9:30,69,1,2,1,RBWO,11-25 m,1,0,0,0,1,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_1,TRF,9:30,69,1,2,1,HAWO,25-50 m,1,0,0,0,0,0,1,0,0,0,0,0
9/21/2016,Forest_Edge_1,TRF,9:30,69,1,2,1,AMCR,>50 m,2,0,0,0,0,0,2,0,0,0,0,0
9/21/2016,Forest_Edge_3,TRF,9:46,70,2,1,1,NOCA,25-50 m,2,2,0,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_3,TRF,9:46,70,2,1,1,EATO,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_3,TRF,9:46,70,2,1,1,AMCR,>50 m,2,0,0,0,2,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_3,TRF,9:46,70,2,1,1,CAWR,>50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Forest_Edge_3,TRF,9:46,70,2,1,1,CACH,11-25 m,2,0,0,0,0,0,2,0,0,0,0,0
9/21/2016,Forest_Edge_3,TRF,9:46,70,2,1,1,TUTI,0-10 m,1,0,0,0,0,0,0,1,0,0,0,0
9/21/2016,Forest_Edge_3,TRF,9:46,70,2,1,1,BTBW,0-10 m,1,0,0,0,0,0,0,1,0,0,0,0
9/21/2016,Forest_Edge_3,TRF,9:46,70,2,1,1,RBWO,11-25 m,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Forest_Edge_3,TRF,9:46,70,2,1,1,WBNU,25-50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/21/2016,Forest_Edge_2,TRF,10:01,70,1,2,1,CACH,11-25 m,1,1,0,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_2,TRF,10:01,70,1,2,1,TUTI,11-25 m,2,2,0,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_2,TRF,10:01,70,1,2,1,NOCA,25-50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_2,TRF,10:01,70,1,2,1,EAWP,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_2,TRF,10:01,70,1,2,1,AMCR,>50 m,2,0,0,2,0,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_2,TRF,10:01,70,1,2,1,RBWO,25-50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/21/2016,Forest_Edge_2,TRF,10:01,70,1,2,1,GRCA,25-50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Forest_Edge_2,TRF,10:01,70,1,2,1,AMGO,FO,1,0,0,0,0,0,0,0,0,1,0,0
9/21/2016,Forest_Edge_2,TRF,10:01,70,1,2,1,CAWR,>50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Church_y15_3,TRF,10:44,72,2,1,1,TUVU,FO,11,11,0,0,0,0,0,0,0,0,0,0
9/21/2016,Church_y15_3,TRF,10:44,72,2,1,1,BAEA,FO,1,1,0,0,0,0,0,0,0,0,0,0
9/21/2016,Church_y15_3,TRF,10:44,72,2,1,1,HOWR,11-25 m,2,0,2,0,0,0,0,0,0,0,0,0
9/21/2016,Church_y15_3,TRF,10:44,72,2,1,1,CAWR,>50 m,2,0,0,2,0,0,0,0,0,0,0,0
9/21/2016,Church_y15_3,TRF,10:44,72,2,1,1,SSHA,>50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/21/2016,Church_y15_3,TRF,10:44,72,2,1,1,GRCA,0-10 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Church_y15_3,TRF,10:44,72,2,1,1,AMRO,>50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/21/2016,Church_y15_3,TRF,10:44,72,2,1,1,AMCR,>50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,AMRE,0-10 m,2,1,0,0,0,0,1,0,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,EATO,0-10 m,1,0,1,0,0,0,0,0,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,HOWR,0-10 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,MAWA,0-10 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,NOCA,0-10 m,1,0,0,0,1,0,0,0,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,GRCA,0-10 m,2,0,0,0,1,0,0,1,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,CAWR,11-25 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,REVI,25-50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,COYE,0-10 m,1,0,0,0,1,0,0,0,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,BLJA,>50 m,2,0,0,0,0,2,0,0,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,AMRO,0-10 m,1,0,0,0,0,0,0,1,0,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,RTHA,FO,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,EATO,11-25 m,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,BAWW,11-25 m,0,0,0,0,0,0,0,0,0,0,0,1
9/21/2016,Church_y15_2,TRF,10:58,72,1,1,1,TEWA,11-25 m,0,0,0,0,0,0,0,0,0,0,0,1
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,AMCR,FO,8,8,0,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,CAWR,>50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,HOFI,25-50 m,4,0,0,4,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,UNWA,FO,1,0,0,0,1,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,BLGR,25-50 m,1,0,0,0,0,0,1,0,0,0,0,0
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,EUST,FO,1,0,0,0,0,0,0,1,0,0,0,0
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,YEWA,FO,1,0,0,0,0,0,0,1,0,0,0,0
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,GRCA,25-50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,RTHA,>50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,CHSP,11-25 m,1,0,0,0,0,0,0,0,0,0,1,0
9/22/2016,Fox_Den_y0_1,TRF,7:12,59,0,1,1,BLJA,>50 m,2,0,0,0,0,0,0,0,0,0,2,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,EAPH,25-50 m,2,1,0,0,1,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,MALL,FO,1,1,0,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,HOFI,25-50 m,8,0,8,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,GRCA,25-50 m,3,0,0,0,1,0,0,0,0,0,2,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,FISP,11-25 m,1,0,0,1,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,EABL,25-50 m,2,0,0,2,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,AMCR,>50 m,4,0,0,0,0,0,0,4,0,0,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,BLJA,>50 m,4,0,0,0,0,0,0,4,0,0,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,NOFL,>50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,AMRO,>50 m,6,0,0,0,0,0,0,0,0,6,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,NOCA,>50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,MODO,>50 m,2,0,0,0,0,0,0,0,0,2,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,UNWA,FO,1,0,0,0,0,0,0,1,0,0,0,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,NOCA,25-50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/22/2016,Fox_Den_y5_2,TRF,7:29,60,0,1,1,CAWR,>50 m,0,0,0,0,0,0,0,0,0,0,0,1
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,NOPA,25-50 m,2,1,0,0,1,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,CSWA,25-50 m,1,1,0,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,LEFL,25-50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,AMRO,25-50 m,6,0,0,6,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,AMRO,>50 m,2,0,0,2,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,BLGR,11-25 m,1,0,0,0,1,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,INBU,11-25 m,3,0,0,0,0,3,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,MALL,FO,1,0,1,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,CACH,25-50 m,4,0,4,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,CACH,0-10 m,2,0,0,0,2,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,AMGO,25-50 m,2,0,0,0,0,2,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,GRCA,0-10 m,1,0,0,0,0,0,1,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,GRCA,11-25 m,1,0,0,0,0,0,0,1,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,SOSP,0-10 m,1,0,0,0,0,0,0,1,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,CAWR,25-50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,HOFI,25-50 m,5,0,0,5,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,FISP,11-25 m,1,0,0,0,0,0,1,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,RBWO,25-50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,TUTI,25-50 m,2,0,2,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,BTNW,>50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/22/2016,Fox_Den_y7_2,TRF,7:50,61,0,1,1,BEKI,>50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,BTNW,>50 m,2,2,0,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,NOPA,>50 m,1,1,0,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,SOSP,11-25 m,2,0,1,0,0,0,0,0,1,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,NOCA,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,HOWR,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,WBNU,25-50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,CAWR,>50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,RBWO,>50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,GRCA,11-25 m,1,0,0,0,0,0,1,0,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,AMRO,25-50 m,2,0,0,0,0,0,0,2,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,DOWO,>50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,BLJA,>50 m,2,0,0,0,0,0,0,2,0,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,INBU,0-10 m,1,0,0,0,0,0,0,0,1,0,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,BLJA,FO,2,0,0,0,0,0,0,0,0,2,0,0
9/22/2016,Fox_Den_y3_3,TRF,8:21,62,1,0,0,CANG,FO,5,0,0,0,0,0,0,0,0,0,5,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,WODU,FO,1,1,0,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,GRCA,0-10 m,2,0,2,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,TUTI,11-25 m,2,0,0,2,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,HOWR,0-10 m,1,0,0,0,1,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,YRWA,0-10 m,1,0,0,0,1,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,GRCA,11-25 m,1,0,0,0,0,0,1,0,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,GRCA,25-50 m,2,0,0,0,0,0,0,2,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,EAPH,11-25 m,1,0,0,0,0,1,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,COGR,FO,3,0,0,0,0,0,3,0,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,CEDW,FO,20,0,0,0,0,0,0,20,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,EABL,FO,2,0,0,0,0,0,0,0,0,2,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,CACH,0-10 m,2,0,0,0,0,0,0,0,2,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,BLJA,>50 m,6,0,0,0,0,0,0,0,0,6,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,NOCA,0-10 m,1,0,0,0,0,0,0,0,0,0,1,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,AMGO,0-10 m,2,0,2,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,AMGO,25-50 m,4,0,0,0,0,0,0,0,0,0,4,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,MODO,FO,0,0,0,0,0,0,0,0,0,0,0,1
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,PAWA,11-25 m,1,0,0,0,0,0,0,0,0,0,1,0
9/22/2016,Fox_Den_y3_1,TRF,8:55,64,1,1,1,RTHU,11-25 m,1,0,0,0,0,0,0,0,0,0,1,0
9/22/2016,Fox_Den_y5_1,TRF,9:26,65,1,1,0,EAPH,0-10 m,1,1,0,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y5_1,TRF,9:26,65,1,1,0,HOFI,25-50 m,6,0,6,0,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y5_1,TRF,9:26,65,1,1,0,BLGR,>50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y5_1,TRF,9:26,65,1,1,0,CAWR,>50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y5_1,TRF,9:26,65,1,1,0,NOMO,>50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/22/2016,Fox_Den_y5_1,TRF,9:26,65,1,1,0,BOBO,FO,4,0,2,0,0,2,0,0,0,0,0,0
